location,lat,lon,arch,loss,model,q_lo,q_hi,r,delta,avg_picp,std_picp,avg_mpiw,std_mpiw,avg_wis,std_wis,avg_cwc,std_cwc,n_seeds,n_valid_seeds,n_train_seqs,n_test_pts,seq_len
Arabian_Sea,15.0,65.0,Transformer,Quantile,Transformer-Quantile,0.02,0.97,,,93.33333333333334,1.1034745181364898,2.391504716873169,0.3015605115887891,3.119116497039795,0.3007380383668648,6.060920461640791,1.8142270874945141,5,5,846,219,30
Arabian_Sea,15.0,65.0,Transformer,Tube,Transformer-Tube,,,0.5,0.015,92.05479452054796,0.46566388251988894,2.0319910287857055,0.048425521710542166,2.6997243404388427,0.05684001611147666,9.06402567985054,1.98963837284525,5,5,846,219,30
Bay_of_Bengal,12.0,87.0,Transformer,Quantile,Transformer-Quantile,0.02,0.97,,,96.62100456621005,1.4894526420365426,2.0816045999526978,0.0770380865101515,2.131612253189087,0.07347433127755879,2.3171914291281537,0.4207546917156337,5,5,846,219,30
Bay_of_Bengal,12.0,87.0,Transformer,Tube,Transformer-Tube,,,0.5,0.015,93.69863013698628,1.3969916475596662,1.9763272047042846,0.08691974763450674,2.042459750175476,0.07263012718404356,4.862965514096907,3.4943166378780837,5,5,846,219,30
Andaman_Sea,11.0,95.0,Transformer,Quantile,Transformer-Quantile,0.02,0.97,,,94.79452054794521,2.82367576871969,1.8545725107192994,0.47359262458494944,1.917086386680603,0.44263807731348664,3.7885046148650012,1.5609551815975038,5,5,846,219,30
Andaman_Sea,11.0,95.0,Transformer,Tube,Transformer-Tube,,,0.5,0.015,93.51598173515983,3.9533992368791546,1.8019744873046875,0.37501961921703447,1.8621907234191895,0.3438780173731569,15.440083921740918,23.59428683568982,5,5,846,219,30
Lakshadweep,10.0,73.0,Transformer,Quantile,Transformer-Quantile,0.02,0.97,,,94.70319634703196,2.2107248286594006,1.6937423944473267,0.2770330332533509,1.7673208475112916,0.24007887721487156,3.5093198192334527,2.0082167211614097,5,5,846,219,30
Lakshadweep,10.0,73.0,Transformer,Tube,Transformer-Tube,,,0.5,0.015,91.05022831050228,2.1726716444512015,1.4757504224777223,0.07960593197471082,1.6141361951828004,0.06536901587447988,18.19863364466454,18.890146894702635,5,5,846,219,30
South_IO,-5.0,75.0,Transformer,Quantile,Transformer-Quantile,0.02,0.97,,,96.7123287671233,0.5325070223603084,1.5539584159851074,0.0216853666817997,1.5966125011444092,0.0199819349691644,1.5539584159851074,0.0216853666817997,5,5,846,219,30
South_IO,-5.0,75.0,Transformer,Tube,Transformer-Tube,,,0.5,0.015,96.34703196347031,1.000406497726336,1.6017861366271973,0.08718870898146634,1.6581295013427735,0.07902220503662295,1.6055000785882036,0.0881664050346872,5,5,846,219,30
